"Column 1","Column 2","Column 3","Column 4","Column 5"
"abarda","abarda","","",""
"abardeh","abardeh","","",""
"abare","abare","","",""
"abarghan","abarghan","","",""
"abari","abari","","",""
"abaro","abaro","","",""
"abarra","abarra","","",""
"abaru","abaru","","",""
"abas","abas","","",""
"abasa","abasa","","",""
"abasabad","abasabad","","",""
"abasan","abasan","","",""
"abasani","abasani","","",""
"abasar","abasar","","",""
"abase","abase","","",""
"abash","abash","","",""
"abashevo","abashevo","","",""
"abasheyevskiy","abasheyevskiy","","",""
"abasi","abasi","","",""
"abasolo","abasolo","","",""
"abastumani","abastumani","","",""
"abast'umani","abast'umani","","",""
"abat","abat","","",""
"abata","abata","","",""
"abatan","abatan","","",""
"abate","abate","","",""
"abati","abati","","",""
"abaton","abaton","","",""
"abaturovo","abaturovo","","",""
"abau","abau","","",""
"abava","abava","","",""
"abaw","abaw","","",""
"abay","abay","","",""
"abaya","abaya","","",""
"abaye","abaye","","",""
"abayi","abayi","","",""
"abaz","abaz","","",""
"abaza","abaza","","",""
"abazar","abazar","","",""
"abazinka","abazinka","","",""
"abazovka","abazovka","","",""
"abba","abba","","",""
"abbad","abbad","","",""
"abbadia","abbadia","","",""
"abbakumovo","abbakumovo","","",""
"abbakumovskaya","abbakumovskaya","","",""
"abbare","abbare","","",""
"abbari","abbari","","",""
"abbas","abbas","","",""
"abbasa","abbasa","","",""
"abbasabad","abbasabad","","",""
"abbasbeyli","abbasbeyli","","",""
"abbasi","abbasi","","",""
"abbasiya","abbasiya","","",""
"abbasiyah","abbasiyah","","",""
"abbazia","abbazia","","",""
"abbendorf","abbendorf","","",""
"abbenrode","abbenrode","","",""
"abberton","abberton","","",""
"abbetorp","abbetorp","","",""
"abbeville","abbeville","","",""
"abbey","abbey","","",""
"abbeyville","abbeyville","","",""
"abbi","abbi","","",""
"abborrberg","abborrberg","","",""
"abborrtrask","abborrtrask","","",""
"abbot","abbot","","",""
"abbotsford","abbotsford","","",""
"abbotsham","abbotsham","","",""
"abbott","abbott","","",""
"abbotts","abbotts","","",""
"abbotts mill","abbotts mill","","",""
"abbottsford","abbottsford","","",""
"abbou","abbou","","",""
"abd el kader","abd el kader","","",""
"abda","abda","","",""
"abdal","abdal","","",""
"abdala","abdala","","",""
"abdalan","abdalan","","",""
"abdalar","abdalar","","",""
"abdalkoy","abdalkoy","","",""
"abdallah","abdallah","","",""
"abdallar","abdallar","","",""
"abdalli","abdalli","","",""
"abdally","abdally","","",""
"abdaloglu","abdaloglu","","",""
"abdalpur","abdalpur","","",""
"abdan","abdan","","",""
"abdar","abdar","","",""
"abdara","abdara","","",""
"abdarra","abdarra","","",""
"abdarreh","abdarreh","","",""
"abdasht","abdasht","","",""
"abdata","abdata","","",""
"abdera","abdera","","",""
"abdi","abdi","","",""
"abdiaga","abdiaga","","",""
"abdikoy","abdikoy","","",""
"abdili","abdili","","",""
"abdioglu","abdioglu","","",""
"abdiusagi","abdiusagi","","",""
"abdo","abdo","","",""
"abdolar","abdolar","","",""
"abdollahabad","abdollahabad","","",""
"abdon calderon","abdon calderon","","",""
"abdou","abdou","","",""
"abdoulaye","abdoulaye","","",""
"abdrakhmanovo","abdrakhmanovo","","",""
"abdu","abdu","","",""
"abdul","abdul","","",""
"abdul ghani khosa","abdul ghani khosa","","",""
"abdul hakim","abdul hakim","","",""
"abdul hakim brahui","abdul hakim brahui","","",""
"abdul haq","abdul haq","","",""
"abdul karim","abdul karim","","",""
"abdul karim shah","abdul karim shah","","",""
"abdul khaliq","abdul khaliq","","",""
"abdul khan","abdul khan","","",""
"abdul khel","abdul khel","","",""
"abdul majid","abdul majid","","",""
"abdul rahim khan","abdul rahim khan","","",""
"abdul rahman","abdul rahman","","",""
"abdul salam","abdul salam","","",""
"abdul wahid","abdul wahid","","",""
"abdula","abdula","","",""
"abdulah","abdulah","","",""
"abdulharap","abdulharap","","",""
"abdulino","abdulino","","",""
"abdulkadir","abdulkadir","","",""
"abdul'kala","abdul'kala","","",""
"abdul'kheyl'","abdul'kheyl'","","",""
"abdulla","abdulla","","",""
"abdullah","abdullah","","",""
"abdullah jan","abdullah jan","","",""
"abdullah khan","abdullah khan","","",""
"abdullahabad","abdullahabad","","",""
"abdullahkhan","abdullahkhan","","",""
"abdullahpur","abdullahpur","","",""
"abdullakala","abdullakala","","",""
"abdullakalay","abdullakalay","","",""
"abdullakhan","abdullakhan","","",""
"abdullakhan-kalay","abdullakhan-kalay","","",""
"abdullapur","abdullapur","","",""
"abdulovo","abdulovo","","",""
"abdulpur","abdulpur","","",""
"abdur rahman","abdur rahman","","",""
"abdurrahman","abdurrahman","","",""
"abdurrahmanlar","abdurrahmanlar","","",""
"abdurrahmanli","abdurrahmanli","","",""
"abdurrakhim","abdurrakhim","","",""
"abdurrakhman","abdurrakhman","","",""
"abdurrakhmankheyl'","abdurrakhmankheyl'","","",""
"abdurrakhmankor","abdurrakhmankor","","",""
"abdurrazak","abdurrazak","","",""
"ab-e anar","ab-e anar","","",""
"ab-e bala","ab-e bala","","",""
"ab-e barik","ab-e barik","","",""
"ab-e garm","ab-e garm","","",""
"ab-e jahan","ab-e jahan","","",""
"ab-e now","ab-e now","","",""
"ab-e sard","ab-e sard","","",""
"ab-e shirin","ab-e shirin","","",""
"ab-e shur","ab-e shur","","",""
"abean","abean","","",""
"abebe","abebe","","",""
"abebekombo","abebekombo","","",""
"abed","abed","","",""
"abedo","abedo","","",""
"abee","abee","","",""
"abeesaale","abeesaale","","",""
"abegoaria","abegoaria","","",""
"abehu","abehu","","",""
"abeille","abeille","","",""
"abeja","abeja","","",""
"abejones","abejones","","",""
"abejuela","abejuela","","",""
"abeka","abeka","","",""
"abel","abel","","",""
"abela","abela","","",""
"abelardo l. rodriguez","abelardo l. rodriguez","","",""
"abele","abele","","",""
"abelha","abelha","","",""
"abelhas","abelhas","","",""
"abelheira","abelheira","","",""
"abeli","abeli","","",""
"abelkoso","abelkoso","","",""
"abell","abell","","",""
"abella","abella","","",""
"abelo","abelo","","",""
"abem","abem","","",""
"abeme","abeme","","",""
"abemi","abemi","","",""
"abena","abena","","",""
"abene","abene","","",""
"abenelang","abenelang","","",""
"abenga","abenga","","",""
"abengnam","abengnam","","",""
"abengourou","abengourou","","",""
"abeni","abeni","","",""
"abens","abens","","",""
"abeo","abeo","","",""
"abeokouta","abeokouta","","",""
"abeokuta","abeokuta","","",""
"aber","aber","","",""
"abera","abera","","",""
"aberber","aberber","","",""
"abercorn","abercorn","","",""
"abercrombie","abercrombie","","",""
"aberdare","aberdare","","",""
"aberdeen","aberdeen","","",""
"aberdeen gardens","aberdeen gardens","","",""
"aberdeen junction","aberdeen junction","","",""
"aberdour","aberdour","","",""
"abere","abere","","",""
"aberfeldy","aberfeldy","","",""
"aberfoyle","aberfoyle","","",""
"aberg","aberg","","",""
"aberga","aberga","","",""
"abergele","abergele","","",""
"aberget","aberget","","",""
"aberin","aberin","","",""
"abermain","abermain","","",""
"abernant","abernant","","",""
"abernathy","abernathy","","",""
"abernethy","abernethy","","",""
"abero","abero","","",""
"abes","abes","","",""
"abese","abese","","",""
"abeshki","abeshki","","",""
"abesse","abesse","","",""
"abestan","abestan","","",""
"abeta","abeta","","",""
"abeto","abeto","","",""
"abeyi","abeyi","","",""
"abgah","abgah","","",""
"abgara","abgara","","",""
"abgarm","abgarm","","",""
"abgarmak","abgarmak","","",""
"abgarmak-e bala","abgarmak-e bala","","",""
"abgarmak-e pa'in","abgarmak-e pa'in","","",""
"abgarmak-e sofla","abgarmak-e sofla","","",""
"abge","abge","","",""
"abgir","abgir","","",""
"abhaipur","abhaipur","","",""
"abhar","abhar","","",""
"abhirampur","abhirampur","","",""
"abia","abia","","",""
"abiala","abiala","","",""
"abian","abian","","",""
"abiana","abiana","","",""
"abianonzi","abianonzi","","",""
"abiantubuh","abiantubuh","","",""
"abiara","abiara","","",""
"abiat","abiat","","",""
"abiate","abiate","","",""
"abiati","abiati","","",""
"ab-i-barik","ab-i-barik","","",""
"abibo","abibo","","",""
"abichu","abichu","","",""
"abid","abid","","",""
"abie","abie","","",""
"abiem","abiem","","",""
"abiengama","abiengama","","",""
"abiengama ii","abiengama ii","","",""
"abiengbali","abiengbali","","",""
"abiera","abiera","","",""
"abiet","abiet","","",""
"ab-i-garm","ab-i-garm","","",""
"ab-i-garmak","ab-i-garmak","","",""
"abijao","abijao","","",""
"abijo","abijo","","",""
"abil","abil","","",""
"abila","abila","","",""
"abild","abild","","",""
"abildskov","abildskov","","",""
"abilene","abilene","","",""
"abiley","abiley","","",""
"abili","abili","","",""
"abilio","abilio","","",""
"abilo","abilo","","",""
"abimba","abimba","","",""
"abin","abin","","",""
"abina","abina","","",""
"abingdon","abingdon","","",""
"abington","abington","","",""
"abini","abini","","",""
"abinsk","abinsk","","",""
"abinskaya","abinskaya","","",""
"abinskiy","abinskiy","","",""
"abio","abio","","",""
"abira","abira","","",""
"abirem","abirem","","",""
"abiriu","abiriu","","",""
"abis","abis","","",""
"ab-i-shirin","ab-i-shirin","","",""
"abisinia","abisinia","","",""
"abissa","abissa","","",""
"abistan","abistan","","",""
"abitureira","abitureira","","",""
"abiy","abiy","","",""
"abiya","abiya","","",""
"abizar","abizar","","",""
"abkareh","abkareh","","",""
"abkhana","abkhana","","",""
"abkhvor","abkhvor","","",""
"abkhvorak","abkhvorak","","",""
"abkuh","abkuh","","",""
"abkuhi","abkuhi","","",""
"abkul'","abkul'","","",""
"abla","abla","","",""
"ablanitsa","ablanitsa","","",""
"ablaniza","ablaniza","","",""
"ableg","ableg","","",""
"ableh","ableh","","",""
"ablesh","ablesh","","",""
"abli","abli","","",""
"ablon","ablon","","",""
"ablu","ablu","","",""
"ablyazovo","ablyazovo","","",""
"abnama","abnama","","",""
"abner","abner","","",""
"abney","abney","","",""
"abnow","abnow","","",""
"aboa","aboa","","",""
"aboabo","aboabo","","",""
"aboabo number 1","aboabo number 1","","",""
"aboano","aboano","","",""
"aboaso","aboaso","","",""
"aboba","aboba","","",""
"abobo","abobo","","",""
"abobora","abobora","","",""
"aboboras","aboboras","","",""
"aboboreira","aboboreira","","",""
"aboboya","aboboya","","",""
"abocho","abocho","","",""
"aboda","aboda","","",""
"abodom","abodom","","",""
"abodum","abodum","","",""
"aboe","aboe","","",""
"aboen","aboen","","",""
"abogandra","abogandra","","",""
"abogo","abogo","","",""
"abogo-dodu","abogo-dodu","","",""
"abogwomado","abogwomado","","",""
"abogwomadu","abogwomadu","","",""
"aboh","aboh","","",""
"aboi","aboi","","",""
"aboim","aboim","","",""
"aboine","aboine","","",""
"abok","abok","","",""
"aboka","aboka","","",""
"aboke","aboke","","",""
"aboki","aboki","","",""
"aboko","aboko","","",""
"abokwasimbe","abokwasimbe","","",""
"abol","abol","","",""
"abola","abola","","",""
"abole","abole","","",""
"aboli","aboli","","",""
"abolicao","abolicao","","",""
"abolikiri","abolikiri","","",""
"abolo","abolo","","",""
"abolonye","abolonye","","",""
"aboma","aboma","","",""
"abompe","abompe","","",""
"abomsa","abomsa","","",""
"abon","abon","","",""
"aboncourt","aboncourt","","",""
"abondance","abondance","","",""
"abondo","abondo","","",""
"abong","abong","","",""
"abongisia","abongisia","","",""
"abongoua","abongoua","","",""
"aboni","aboni","","",""
"abonkwa","abonkwa","","",""
"abonnema","abonnema","","",""
"abono","abono","","",""
"abonu","abonu","","",""
"abor","abor","","",""
"abora","abora","","",""
"aborano","aborano","","",""
"abord","abord","","",""
"abore","abore","","",""
"abori","abori","","",""
"aborino","aborino","","",""
"aboro","aboro","","",""
"aborokpuyo","aborokpuyo","","",""
"abort","abort","","",""
"aboru","aboru","","",""
"abos","abos","","",""
"abosa","abosa","","",""
"abosha","abosha","","",""
"abot","abot","","",""
"abotia","abotia","","",""
"aboto","aboto","","",""
"abou","abou","","",""
"abou dali","abou dali","","",""
"abou ed douhour","abou ed douhour","","",""
"abou hamam","abou hamam","","",""
"abou hanaya","abou hanaya","","",""
"abou haye","abou haye","","",""
"abou khanadeq","abou khanadeq","","",""
"abou makke","abou makke","","",""
"abou omar","abou omar","","",""
"aboua","aboua","","",""
"abouakro","abouakro","","",""
"aboukir","aboukir","","",""
"abouma","abouma","","",""
"aboundji","aboundji","","",""
"aboundourou","aboundourou","","",""
"abour","abour","","",""
"abourda","abourda","","",""
"abouyi","abouyi","","",""
"abovyan","abovyan","","",""
"abowl","abowl","","",""
"aboy","aboy","","",""
"aboyne","aboyne","","",""
"abparan","abparan","","",""
"abparu","abparu","","",""
"abqol","abqol","","",""
"abra","abra","","",""
"abra grande","abra grande","","",""
"abra pampa","abra pampa","","",""
"abraao","abraao","","",""
"abradine","abradine","","",""
"abraham","abraham","","",""
"abraham gonzalez","abraham gonzalez","","",""
"abrahao","abrahao","","",""
"abrak","abrak","","",""
"abram","abram","","",""
"abramikha","abramikha","","",""
"abramkova","abramkova","","",""
"abramkovo","abramkovo","","",""
"abramov","abramov","","",""
"abramova","abramova","","",""
"abramovici","abramovici","","",""
"abramovka","abramovka","","",""
"abramovo","abramovo","","",""
"abramovshchina","abramovshchina","","",""
"abramovskaya","abramovskaya","","",""
"abramovskiy","abramovskiy","","",""
"abramovskoye","abramovskoye","","",""
"abramowka","abramowka","","",""
"abramtsevo","abramtsevo","","",""
"abramy","abramy","","",""
"abrantes","abrantes","","",""
"abras","abras","","",""
"abrashkino","abrashkino","","",""
"abrasimovo","abrasimovo","","",""
"abrava","abrava","","",""
"abraw","abraw","","",""
"abrawa","abrawa","","",""
"abre","abre","","",""
"abrego","abrego","","",""
"abres","abres","","",""
"abreshia","abreshia","","",""
"abreu","abreu","","",""
"abreus","abreus","","",""
"abrevadero","abrevadero","","",""
"abrevaderos","abrevaderos","","",""
"abrewanko","abrewanko","","",""
"abri","abri","","",""
"abricot","abricot","","",""
"abrikosovka","abrikosovka","","",""
"abrita","abrita","","",""
"abritas","abritas","","",""
"abriz","abriz","","",""
"abro","abro","","",""
"abrodiem","abrodiem","","",""
"abrojal","abrojal","","",""
"abroki","abroki","","",""
"abrosimovka","abrosimovka","","",""
"abrosimovo","abrosimovo","","",""
"abrosova","abrosova","","",""
"abrosovo","abrosovo","","",""
"abrosyevo","abrosyevo","","",""
"abrou","abrou","","",""
"abrow","abrow","","",""
"abrowah","abrowah","","",""
"abru","abru","","",""
"abrud","abrud","","",""
"abrunheira","abrunheira","","",""
"abrykosivka","abrykosivka","","",""
"abryutino","abryutino","","",""
"absalyamovo","absalyamovo","","",""
"absardeh","absardeh","","",""
"absberg","absberg","","",""
"absdorf","absdorf","","",""
"abseker","abseker","","",""
"abshar","abshar","","",""
"abshirin","abshirin","","",""
"abshur","abshur","","",""
"abtaf","abtaf","","",""
"abtar","abtar","","",""
"abtei","abtei","","",""
"abtsdorf","abtsdorf","","",""
"abtshagen","abtshagen","","",""
"abtugak","abtugak","","",""
"abu `ajaj","abu `ajaj","","",""
"abu `ali","abu `ali","","",""
"abu `aziz","abu `aziz","","",""
"abu `isa","abu `isa","","",""
"abu `ujaylah","abu `ujaylah","","",""
"abu `uruq","abu `uruq","","",""
"abu `urwah","abu `urwah","","",""
"abu ad duhur","abu ad duhur","","",""
"abu al `abbas","abu al `abbas","","",""
"abu bakr","abu bakr","","",""
"abu dabarah","abu dabarah","","",""
"abu dali","abu dali","","",""
"abu dannah","abu dannah","","",""
"abu dawm","abu dawm","","",""
"abu dawmah","abu dawmah","","",""
"abu deleig","abu deleig","","",""
"abu diba`","abu diba`","","",""
"abu dis","abu dis","","",""
"abu dom","abu dom","","",""
"abu doma","abu doma","","",""
"abu dubara","abu dubara","","",""
"abu ghanim","abu ghanim","","",""
"abu gharib","abu gharib","","",""
"abu ghirab","abu ghirab","","",""
